event_id,order_id,store_id,sku_id,event_ts,reason
SO107608_SKU0048,ORD107608,DS012,SKU0048,2025-08-05 16:28:22,Damaged
SO107612_SKU0045,ORD107612,DS012,SKU0045,2025-08-05 21:39:52,Pick fail
SO107614_SKU0079,ORD107614,DS012,SKU0079,2025-08-05 15:08:52,Damaged
SO107618_SKU0013,ORD107618,DS012,SKU0013,2025-08-05 10:30:55,Expired
SO107620_SKU0021,ORD107620,DS012,SKU0021,2025-08-05 14:24:04,Expired
SO107626_SKU0049,ORD107626,DS012,SKU0049,2025-08-05 12:28:33,Damaged
SO107638_SKU0003,ORD107638,DS012,SKU0003,2025-08-05 13:56:44,Damaged
SO107639_SKU0008,ORD107639,DS012,SKU0008,2025-08-05 15:55:28,Expired
SO107641_SKU0011,ORD107641,DS012,SKU0011,2025-08-05 20:37:58,Pick fail
SO107642_SKU0058,ORD107642,DS012,SKU0058,2025-08-05 09:18:04,Pick fail
SO107643_SKU0041,ORD107643,DS012,SKU0041,2025-08-05 09:48:54,Pick fail
SO107646_SKU0015,ORD107646,DS012,SKU0015,2025-08-05 17:53:00,Expired
SO107652_SKU0026,ORD107652,DS012,SKU0026,2025-08-05 10:54:33,Damaged
SO107652_SKU0002,ORD107652,DS012,SKU0002,2025-08-05 10:54:33,Zero on hand
SO107659_SKU0047,ORD107659,DS012,SKU0047,2025-08-05 11:23:00,Expired
SO107661_SKU0025,ORD107661,DS012,SKU0025,2025-08-05 22:54:26,Expired
SO107686_SKU0044,ORD107686,DS012,SKU0044,2025-08-05 17:23:27,Damaged
SO107706_SKU0057,ORD107706,DS013,SKU0057,2025-08-05 13:26:01,Pick fail
SO107709_SKU0033,ORD107709,DS013,SKU0033,2025-08-05 08:48:17,Zero on hand
SO107714_SKU0064,ORD107714,DS013,SKU0064,2025-08-05 16:15:26,Zero on hand
SO107717_SKU0068,ORD107717,DS013,SKU0068,2025-08-05 18:42:55,Damaged
SO107724_SKU0059,ORD107724,DS013,SKU0059,2025-08-05 18:19:53,Damaged
SO107730_SKU0054,ORD107730,DS013,SKU0054,2025-08-05 15:21:35,Pick fail
SO107737_SKU0003,ORD107737,DS013,SKU0003,2025-08-05 11:29:59,Zero on hand
SO107742_SKU0059,ORD107742,DS013,SKU0059,2025-08-05 18:09:11,Expired
SO107743_SKU0053,ORD107743,DS013,SKU0053,2025-08-05 19:53:59,Expired
SO107747_SKU0008,ORD107747,DS013,SKU0008,2025-08-05 11:19:27,Expired
SO107747_SKU0001,ORD107747,DS013,SKU0001,2025-08-05 11:19:27,Pick fail
SO107749_SKU0008,ORD107749,DS013,SKU0008,2025-08-05 11:38:49,Expired
SO107752_SKU0007,ORD107752,DS013,SKU0007,2025-08-05 12:53:14,Zero on hand
SO107753_SKU0055,ORD107753,DS013,SKU0055,2025-08-05 20:00:54,Pick fail
SO107761_SKU0022,ORD107761,DS013,SKU0022,2025-08-05 17:19:45,Zero on hand
SO107763_SKU0026,ORD107763,DS013,SKU0026,2025-08-05 21:11:45,Damaged
SO107765_SKU0013,ORD107765,DS013,SKU0013,2025-08-05 12:31:34,Damaged
SO107769_SKU0042,ORD107769,DS013,SKU0042,2025-08-05 08:34:13,Zero on hand
SO107772_SKU0051,ORD107772,DS013,SKU0051,2025-08-05 18:58:54,Zero on hand
SO107781_SKU0075,ORD107781,DS014,SKU0075,2025-08-05 13:50:35,Zero on hand
SO107797_SKU0060,ORD107797,DS014,SKU0060,2025-08-05 21:33:37,Damaged
SO107800_SKU0021,ORD107800,DS014,SKU0021,2025-08-05 23:18:52,Pick fail
SO107802_SKU0057,ORD107802,DS014,SKU0057,2025-08-05 12:55:34,Zero on hand
SO107809_SKU0061,ORD107809,DS014,SKU0061,2025-08-05 20:19:19,Damaged
SO107810_SKU0080,ORD107810,DS014,SKU0080,2025-08-05 12:29:22,Pick fail
SO107810_SKU0046,ORD107810,DS014,SKU0046,2025-08-05 12:29:22,Zero on hand
SO107816_SKU0074,ORD107816,DS014,SKU0074,2025-08-05 15:53:00,Zero on hand
SO107817_SKU0012,ORD107817,DS014,SKU0012,2025-08-05 17:07:09,Damaged
SO107824_SKU0013,ORD107824,DS014,SKU0013,2025-08-05 19:43:56,Damaged
SO107825_SKU0069,ORD107825,DS014,SKU0069,2025-08-05 11:09:54,Zero on hand
SO107832_SKU0059,ORD107832,DS014,SKU0059,2025-08-05 15:43:38,Expired
SO107838_SKU0019,ORD107838,DS014,SKU0019,2025-08-05 15:40:51,Pick fail
SO107841_SKU0052,ORD107841,DS014,SKU0052,2025-08-05 18:20:47,Expired
SO107844_SKU0048,ORD107844,DS014,SKU0048,2025-08-05 20:44:12,Damaged
SO107855_SKU0079,ORD107855,DS014,SKU0079,2025-08-05 22:17:49,Pick fail
SO107860_SKU0058,ORD107860,DS014,SKU0058,2025-08-05 16:32:46,Zero on hand
SO107866_SKU0027,ORD107866,DS014,SKU0027,2025-08-05 20:35:45,Expired
SO107867_SKU0009,ORD107867,DS014,SKU0009,2025-08-05 14:47:25,Damaged
SO107870_SKU0048,ORD107870,DS014,SKU0048,2025-08-05 19:19:59,Expired
SO107872_SKU0064,ORD107872,DS014,SKU0064,2025-08-05 17:57:36,Expired
SO107876_SKU0043,ORD107876,DS014,SKU0043,2025-08-05 20:09:06,Damaged
SO107876_SKU0028,ORD107876,DS014,SKU0028,2025-08-05 20:09:06,Zero on hand
SO107879_SKU0066,ORD107879,DS014,SKU0066,2025-08-05 18:12:53,Damaged
SO107882_SKU0004,ORD107882,DS014,SKU0004,2025-08-05 15:59:11,Zero on hand
SO107884_SKU0069,ORD107884,DS014,SKU0069,2025-08-05 18:45:00,Expired
SO107886_SKU0003,ORD107886,DS014,SKU0003,2025-08-05 15:11:58,Damaged
SO107889_SKU0005,ORD107889,DS014,SKU0005,2025-08-05 23:42:48,Pick fail
SO107893_SKU0008,ORD107893,DS014,SKU0008,2025-08-05 19:52:48,Damaged
SO107894_SKU0048,ORD107894,DS014,SKU0048,2025-08-05 20:46:20,Zero on hand
SO107901_SKU0058,ORD107901,DS014,SKU0058,2025-08-05 22:33:11,Pick fail
SO107902_SKU0035,ORD107902,DS014,SKU0035,2025-08-05 21:16:54,Pick fail
SO107904_SKU0024,ORD107904,DS014,SKU0024,2025-08-05 09:33:08,Expired
SO107904_SKU0076,ORD107904,DS014,SKU0076,2025-08-05 09:33:08,Pick fail
SO107919_SKU0002,ORD107919,DS015,SKU0002,2025-08-05 21:13:21,Zero on hand
SO107919_SKU0060,ORD107919,DS015,SKU0060,2025-08-05 21:13:21,Damaged
SO107922_SKU0011,ORD107922,DS015,SKU0011,2025-08-05 10:23:22,Pick fail
SO107924_SKU0071,ORD107924,DS015,SKU0071,2025-08-05 16:45:30,Expired
SO107925_SKU0015,ORD107925,DS015,SKU0015,2025-08-05 19:39:27,Zero on hand
SO107930_SKU0061,ORD107930,DS015,SKU0061,2025-08-05 21:23:20,Zero on hand
SO107932_SKU0011,ORD107932,DS015,SKU0011,2025-08-05 08:37:38,Pick fail
SO107935_SKU0067,ORD107935,DS015,SKU0067,2025-08-05 19:47:40,Expired
SO107939_SKU0051,ORD107939,DS015,SKU0051,2025-08-05 18:16:28,Expired
SO107955_SKU0008,ORD107955,DS015,SKU0008,2025-08-05 16:54:02,Damaged
SO107961_SKU0067,ORD107961,DS016,SKU0067,2025-08-05 20:35:26,Damaged
SO107972_SKU0022,ORD107972,DS016,SKU0022,2025-08-05 11:35:09,Expired
SO107976_SKU0058,ORD107976,DS016,SKU0058,2025-08-05 16:06:07,Zero on hand
SO107978_SKU0047,ORD107978,DS016,SKU0047,2025-08-05 23:57:08,Expired
SO107981_SKU0011,ORD107981,DS016,SKU0011,2025-08-05 12:36:32,Pick fail
SO107991_SKU0029,ORD107991,DS016,SKU0029,2025-08-05 18:19:40,Zero on hand
SO107999_SKU0022,ORD107999,DS016,SKU0022,2025-08-05 19:05:18,Expired
SO108002_SKU0074,ORD108002,DS016,SKU0074,2025-08-05 12:19:12,Damaged
SO108008_SKU0005,ORD108008,DS016,SKU0005,2025-08-05 20:06:12,Expired
SO108009_SKU0010,ORD108009,DS016,SKU0010,2025-08-05 09:26:06,Zero on hand
SO108013_SKU0042,ORD108013,DS016,SKU0042,2025-08-05 15:22:58,Damaged
SO108013_SKU0065,ORD108013,DS016,SKU0065,2025-08-05 15:22:58,Zero on hand
SO108019_SKU0025,ORD108019,DS016,SKU0025,2025-08-05 20:41:11,Expired
SO108019_SKU0013,ORD108019,DS016,SKU0013,2025-08-05 20:41:11,Expired
SO108024_SKU0054,ORD108024,DS016,SKU0054,2025-08-05 21:24:48,Zero on hand
SO108050_SKU0044,ORD108050,DS016,SKU0044,2025-08-05 11:50:26,Zero on hand
SO108055_SKU0077,ORD108055,DS016,SKU0077,2025-08-05 16:04:31,Expired
SO108059_SKU0054,ORD108059,DS017,SKU0054,2025-08-05 15:34:57,Zero on hand
SO108061_SKU0033,ORD108061,DS017,SKU0033,2025-08-05 12:40:21,Damaged
SO108076_SKU0008,ORD108076,DS017,SKU0008,2025-08-05 20:13:35,Zero on hand
SO108091_SKU0062,ORD108091,DS017,SKU0062,2025-08-05 11:25:00,Damaged
SO108100_SKU0029,ORD108100,DS017,SKU0029,2025-08-05 16:31:24,Zero on hand
SO108104_SKU0006,ORD108104,DS017,SKU0006,2025-08-05 08:48:14,Zero on hand
SO108110_SKU0010,ORD108110,DS017,SKU0010,2025-08-05 17:53:22,Damaged
SO108111_SKU0001,ORD108111,DS017,SKU0001,2025-08-05 19:56:17,Damaged
SO108117_SKU0050,ORD108117,DS017,SKU0050,2025-08-05 10:33:37,Expired
SO108132_SKU0008,ORD108132,DS017,SKU0008,2025-08-05 08:05:41,Expired
SO108140_SKU0072,ORD108140,DS017,SKU0072,2025-08-05 11:24:16,Damaged
SO108145_SKU0023,ORD108145,DS017,SKU0023,2025-08-05 18:56:42,Expired
SO108150_SKU0072,ORD108150,DS001,SKU0072,2025-08-06 18:36:30,Pick fail
SO108166_SKU0020,ORD108166,DS001,SKU0020,2025-08-06 19:46:33,Pick fail
SO108166_SKU0037,ORD108166,DS001,SKU0037,2025-08-06 19:46:33,Damaged
SO108226_SKU0061,ORD108226,DS001,SKU0061,2025-08-06 18:27:16,Expired
SO108233_SKU0052,ORD108233,DS002,SKU0052,2025-08-06 18:14:07,Expired
SO108246_SKU0079,ORD108246,DS002,SKU0079,2025-08-06 12:32:54,Pick fail
SO108249_SKU0015,ORD108249,DS002,SKU0015,2025-08-06 10:50:22,Damaged
SO108255_SKU0050,ORD108255,DS002,SKU0050,2025-08-06 08:48:39,Damaged
SO108276_SKU0039,ORD108276,DS002,SKU0039,2025-08-06 15:51:26,Zero on hand
SO108284_SKU0058,ORD108284,DS002,SKU0058,2025-08-06 10:57:26,Expired
SO108288_SKU0007,ORD108288,DS002,SKU0007,2025-08-06 20:04:38,Pick fail
SO108299_SKU0027,ORD108299,DS002,SKU0027,2025-08-06 19:30:19,Zero on hand
SO108303_SKU0026,ORD108303,DS002,SKU0026,2025-08-06 08:05:25,Zero on hand
SO108308_SKU0067,ORD108308,DS002,SKU0067,2025-08-06 15:43:37,Expired
SO108319_SKU0074,ORD108319,DS003,SKU0074,2025-08-06 18:15:35,Damaged
SO108327_SKU0080,ORD108327,DS003,SKU0080,2025-08-06 18:14:39,Pick fail
SO108328_SKU0048,ORD108328,DS003,SKU0048,2025-08-06 18:35:03,Expired
SO108332_SKU0051,ORD108332,DS003,SKU0051,2025-08-06 18:17:33,Pick fail
SO108334_SKU0033,ORD108334,DS003,SKU0033,2025-08-06 18:45:38,Expired
SO108336_SKU0030,ORD108336,DS003,SKU0030,2025-08-06 19:13:14,Zero on hand
SO108354_SKU0024,ORD108354,DS003,SKU0024,2025-08-06 20:52:35,Expired
SO108380_SKU0017,ORD108380,DS003,SKU0017,2025-08-06 15:36:59,Zero on hand
SO108387_SKU0062,ORD108387,DS003,SKU0062,2025-08-06 19:29:53,Expired
SO108408_SKU0057,ORD108408,DS004,SKU0057,2025-08-06 11:55:10,Zero on hand
SO108412_SKU0036,ORD108412,DS004,SKU0036,2025-08-06 14:24:19,Zero on hand
SO108416_SKU0050,ORD108416,DS004,SKU0050,2025-08-06 13:46:29,Damaged
SO108427_SKU0009,ORD108427,DS004,SKU0009,2025-08-06 18:01:26,Zero on hand
SO108427_SKU0004,ORD108427,DS004,SKU0004,2025-08-06 18:01:26,Expired
SO108435_SKU0017,ORD108435,DS004,SKU0017,2025-08-06 12:19:45,Pick fail
SO108449_SKU0036,ORD108449,DS005,SKU0036,2025-08-06 15:47:22,Damaged
SO108449_SKU0057,ORD108449,DS005,SKU0057,2025-08-06 15:47:22,Expired
SO108454_SKU0054,ORD108454,DS005,SKU0054,2025-08-06 21:51:26,Zero on hand
SO108460_SKU0073,ORD108460,DS005,SKU0073,2025-08-06 23:01:19,Damaged
SO108464_SKU0061,ORD108464,DS005,SKU0061,2025-08-06 22:24:18,Expired
SO108470_SKU0069,ORD108470,DS005,SKU0069,2025-08-06 20:41:19,Expired
SO108472_SKU0060,ORD108472,DS005,SKU0060,2025-08-06 18:48:02,Expired
SO108475_SKU0054,ORD108475,DS005,SKU0054,2025-08-06 09:55:01,Expired
SO108475_SKU0002,ORD108475,DS005,SKU0002,2025-08-06 09:55:01,Pick fail
SO108476_SKU0055,ORD108476,DS005,SKU0055,2025-08-06 13:34:28,Pick fail
SO108482_SKU0077,ORD108482,DS005,SKU0077,2025-08-06 20:49:04,Expired
SO108484_SKU0040,ORD108484,DS005,SKU0040,2025-08-06 13:18:21,Pick fail
SO108487_SKU0058,ORD108487,DS005,SKU0058,2025-08-06 13:51:47,Pick fail
SO108492_SKU0003,ORD108492,DS005,SKU0003,2025-08-06 17:49:22,Pick fail
SO108495_SKU0055,ORD108495,DS005,SKU0055,2025-08-06 19:41:58,Pick fail
SO108496_SKU0030,ORD108496,DS005,SKU0030,2025-08-06 13:36:17,Pick fail
SO108498_SKU0007,ORD108498,DS005,SKU0007,2025-08-06 10:12:48,Pick fail
SO108499_SKU0029,ORD108499,DS005,SKU0029,2025-08-06 08:48:12,Pick fail
SO108510_SKU0071,ORD108510,DS005,SKU0071,2025-08-06 08:11:55,Pick fail
SO108511_SKU0014,ORD108511,DS005,SKU0014,2025-08-06 12:51:40,Damaged
SO108514_SKU0064,ORD108514,DS005,SKU0064,2025-08-06 14:09:38,Pick fail
SO108524_SKU0042,ORD108524,DS005,SKU0042,2025-08-06 19:36:42,Pick fail
SO108526_SKU0059,ORD108526,DS005,SKU0059,2025-08-06 14:24:02,Expired
SO108531_SKU0044,ORD108531,DS005,SKU0044,2025-08-06 22:45:32,Pick fail
SO108533_SKU0068,ORD108533,DS005,SKU0068,2025-08-06 15:33:08,Damaged
SO108538_SKU0056,ORD108538,DS005,SKU0056,2025-08-06 18:10:17,Damaged
SO108540_SKU0045,ORD108540,DS005,SKU0045,2025-08-06 16:15:41,Zero on hand
SO108541_SKU0042,ORD108541,DS005,SKU0042,2025-08-06 11:42:11,Zero on hand
SO108541_SKU0016,ORD108541,DS005,SKU0016,2025-08-06 11:42:11,Zero on hand
SO108556_SKU0004,ORD108556,DS006,SKU0004,2025-08-06 17:55:30,Zero on hand
SO108559_SKU0079,ORD108559,DS006,SKU0079,2025-08-06 13:31:37,Pick fail
SO108564_SKU0062,ORD108564,DS006,SKU0062,2025-08-06 09:28:44,Pick fail
SO108565_SKU0027,ORD108565,DS006,SKU0027,2025-08-06 17:16:04,Zero on hand
SO108571_SKU0011,ORD108571,DS006,SKU0011,2025-08-06 19:58:15,Pick fail
SO108584_SKU0035,ORD108584,DS006,SKU0035,2025-08-06 12:19:34,Pick fail
SO108588_SKU0019,ORD108588,DS006,SKU0019,2025-08-06 19:13:38,Zero on hand
SO108593_SKU0057,ORD108593,DS006,SKU0057,2025-08-06 12:30:21,Pick fail
SO108608_SKU0030,ORD108608,DS006,SKU0030,2025-08-06 13:50:49,Pick fail
SO108614_SKU0001,ORD108614,DS006,SKU0001,2025-08-06 18:30:38,Expired
SO108617_SKU0064,ORD108617,DS006,SKU0064,2025-08-06 08:18:40,Expired
SO108625_SKU0020,ORD108625,DS006,SKU0020,2025-08-06 14:05:36,Expired
SO108640_SKU0068,ORD108640,DS006,SKU0068,2025-08-06 20:53:23,Pick fail
SO108641_SKU0043,ORD108641,DS006,SKU0043,2025-08-06 20:23:02,Damaged
SO108644_SKU0049,ORD108644,DS007,SKU0049,2025-08-06 20:59:33,Damaged
SO108645_SKU0004,ORD108645,DS007,SKU0004,2025-08-06 17:26:29,Pick fail
SO108649_SKU0058,ORD108649,DS007,SKU0058,2025-08-06 16:03:08,Pick fail
SO108657_SKU0010,ORD108657,DS007,SKU0010,2025-08-06 11:08:35,Pick fail
SO108659_SKU0002,ORD108659,DS007,SKU0002,2025-08-06 16:44:20,Pick fail
SO108660_SKU0059,ORD108660,DS007,SKU0059,2025-08-06 21:19:43,Damaged
SO108667_SKU0033,ORD108667,DS007,SKU0033,2025-08-06 19:53:18,Pick fail
SO108672_SKU0047,ORD108672,DS007,SKU0047,2025-08-06 19:23:49,Expired
SO108673_SKU0054,ORD108673,DS007,SKU0054,2025-08-06 13:20:35,Damaged
SO108678_SKU0052,ORD108678,DS007,SKU0052,2025-08-06 11:37:12,Pick fail
SO108700_SKU0033,ORD108700,DS007,SKU0033,2025-08-06 19:56:38,Expired
SO108708_SKU0067,ORD108708,DS007,SKU0067,2025-08-06 19:50:55,Pick fail
SO108714_SKU0013,ORD108714,DS007,SKU0013,2025-08-06 16:09:02,Zero on hand
SO108725_SKU0068,ORD108725,DS007,SKU0068,2025-08-06 11:04:14,Damaged
SO108728_SKU0046,ORD108728,DS007,SKU0046,2025-08-06 20:04:03,Zero on hand
SO108731_SKU0075,ORD108731,DS007,SKU0075,2025-08-06 21:38:56,Expired
SO108735_SKU0072,ORD108735,DS008,SKU0072,2025-08-06 20:30:00,Damaged
SO108749_SKU0042,ORD108749,DS008,SKU0042,2025-08-06 18:16:41,Zero on hand
SO108760_SKU0067,ORD108760,DS008,SKU0067,2025-08-06 21:45:57,Damaged
SO108764_SKU0048,ORD108764,DS008,SKU0048,2025-08-06 14:38:06,Damaged
SO108799_SKU0038,ORD108799,DS008,SKU0038,2025-08-06 16:43:51,Damaged
SO108807_SKU0015,ORD108807,DS008,SKU0015,2025-08-06 22:54:32,Damaged
SO108813_SKU0045,ORD108813,DS008,SKU0045,2025-08-06 08:44:46,Zero on hand
SO108819_SKU0068,ORD108819,DS008,SKU0068,2025-08-06 17:41:23,Damaged
SO108854_SKU0062,ORD108854,DS009,SKU0062,2025-08-06 16:28:46,Damaged
SO108854_SKU0027,ORD108854,DS009,SKU0027,2025-08-06 16:28:46,Pick fail
SO108857_SKU0040,ORD108857,DS009,SKU0040,2025-08-06 13:42:55,Damaged
SO108857_SKU0051,ORD108857,DS009,SKU0051,2025-08-06 13:42:55,Damaged
SO108872_SKU0056,ORD108872,DS009,SKU0056,2025-08-06 11:37:17,Zero on hand
SO108878_SKU0063,ORD108878,DS009,SKU0063,2025-08-06 11:18:00,Pick fail
SO108889_SKU0001,ORD108889,DS009,SKU0001,2025-08-06 20:16:51,Zero on hand
SO108907_SKU0021,ORD108907,DS009,SKU0021,2025-08-06 19:12:27,Expired
SO108920_SKU0062,ORD108920,DS009,SKU0062,2025-08-06 08:44:05,Damaged
SO108920_SKU0048,ORD108920,DS009,SKU0048,2025-08-06 08:44:05,Expired
SO108921_SKU0004,ORD108921,DS009,SKU0004,2025-08-06 10:00:38,Damaged
SO108922_SKU0008,ORD108922,DS009,SKU0008,2025-08-06 19:58:27,Damaged
SO108922_SKU0003,ORD108922,DS009,SKU0003,2025-08-06 19:58:27,Zero on hand
SO108934_SKU0077,ORD108934,DS010,SKU0077,2025-08-06 08:50:43,Damaged
SO108960_SKU0041,ORD108960,DS010,SKU0041,2025-08-06 19:33:36,Zero on hand
SO108962_SKU0066,ORD108962,DS010,SKU0066,2025-08-06 11:25:20,Zero on hand
SO108967_SKU0031,ORD108967,DS010,SKU0031,2025-08-06 12:44:34,Pick fail
SO108973_SKU0052,ORD108973,DS010,SKU0052,2025-08-06 08:42:36,Pick fail
SO108977_SKU0076,ORD108977,DS010,SKU0076,2025-08-06 19:19:52,Pick fail
SO108981_SKU0061,ORD108981,DS010,SKU0061,2025-08-06 20:46:51,Expired
SO108982_SKU0048,ORD108982,DS010,SKU0048,2025-08-06 15:24:23,Damaged
SO109002_SKU0006,ORD109002,DS010,SKU0006,2025-08-06 22:07:31,Damaged
SO109008_SKU0002,ORD109008,DS010,SKU0002,2025-08-06 13:44:11,Zero on hand
SO109019_SKU0057,ORD109019,DS010,SKU0057,2025-08-06 15:38:43,Zero on hand
SO109019_SKU0076,ORD109019,DS010,SKU0076,2025-08-06 15:38:43,Expired
SO109021_SKU0077,ORD109021,DS010,SKU0077,2025-08-06 10:50:23,Zero on hand
SO109025_SKU0042,ORD109025,DS010,SKU0042,2025-08-06 11:51:44,Zero on hand
SO109029_SKU0026,ORD109029,DS010,SKU0026,2025-08-06 18:09:54,Pick fail
SO109033_SKU0030,ORD109033,DS011,SKU0030,2025-08-06 13:38:17,Expired
SO109035_SKU0053,ORD109035,DS011,SKU0053,2025-08-06 17:08:47,Zero on hand
SO109036_SKU0028,ORD109036,DS011,SKU0028,2025-08-06 19:35:01,Zero on hand
SO109040_SKU0060,ORD109040,DS011,SKU0060,2025-08-06 20:08:46,Zero on hand
SO109047_SKU0057,ORD109047,DS011,SKU0057,2025-08-06 17:33:42,Damaged
SO109055_SKU0030,ORD109055,DS011,SKU0030,2025-08-06 20:15:28,Pick fail
SO109063_SKU0029,ORD109063,DS011,SKU0029,2025-08-06 22:11:55,Zero on hand
SO109067_SKU0029,ORD109067,DS011,SKU0029,2025-08-06 09:01:52,Expired
SO109080_SKU0019,ORD109080,DS011,SKU0019,2025-08-06 20:11:37,Expired
SO109086_SKU0074,ORD109086,DS011,SKU0074,2025-08-06 18:40:21,Zero on hand
SO109087_SKU0018,ORD109087,DS011,SKU0018,2025-08-06 12:52:54,Pick fail
SO109093_SKU0040,ORD109093,DS011,SKU0040,2025-08-06 19:29:52,Damaged
SO109095_SKU0031,ORD109095,DS011,SKU0031,2025-08-06 16:33:02,Zero on hand
SO109103_SKU0056,ORD109103,DS012,SKU0056,2025-08-06 17:45:49,Pick fail
SO109104_SKU0033,ORD109104,DS012,SKU0033,2025-08-06 14:40:54,Zero on hand
SO109104_SKU0008,ORD109104,DS012,SKU0008,2025-08-06 14:40:54,Zero on hand
SO109121_SKU0050,ORD109121,DS012,SKU0050,2025-08-06 17:54:32,Expired
SO109130_SKU0056,ORD109130,DS012,SKU0056,2025-08-06 14:22:12,Expired
SO109132_SKU0001,ORD109132,DS012,SKU0001,2025-08-06 14:35:41,Damaged
SO109134_SKU0012,ORD109134,DS012,SKU0012,2025-08-06 17:42:33,Expired
SO109144_SKU0068,ORD109144,DS012,SKU0068,2025-08-06 13:42:39,Pick fail
SO109148_SKU0048,ORD109148,DS012,SKU0048,2025-08-06 18:59:09,Zero on hand
SO109161_SKU0067,ORD109161,DS012,SKU0067,2025-08-06 17:17:08,Zero on hand
SO109162_SKU0004,ORD109162,DS012,SKU0004,2025-08-06 16:10:41,Pick fail
SO109164_SKU0058,ORD109164,DS012,SKU0058,2025-08-06 14:05:01,Pick fail
SO109192_SKU0066,ORD109192,DS013,SKU0066,2025-08-06 20:11:09,Expired
SO109206_SKU0008,ORD109206,DS013,SKU0008,2025-08-06 10:01:02,Damaged
SO109220_SKU0004,ORD109220,DS013,SKU0004,2025-08-06 23:53:13,Expired
SO109237_SKU0063,ORD109237,DS013,SKU0063,2025-08-06 17:40:13,Damaged
SO109239_SKU0030,ORD109239,DS014,SKU0030,2025-08-06 19:27:58,Zero on hand
SO109239_SKU0003,ORD109239,DS014,SKU0003,2025-08-06 19:27:58,Expired
SO109240_SKU0032,ORD109240,DS014,SKU0032,2025-08-06 17:53:44,Pick fail
SO109241_SKU0051,ORD109241,DS014,SKU0051,2025-08-06 18:15:23,Damaged
SO109255_SKU0014,ORD109255,DS014,SKU0014,2025-08-06 20:18:47,Pick fail
SO109262_SKU0051,ORD109262,DS014,SKU0051,2025-08-06 13:03:57,Pick fail
SO109271_SKU0048,ORD109271,DS014,SKU0048,2025-08-06 18:10:45,Pick fail
SO109276_SKU0077,ORD109276,DS014,SKU0077,2025-08-06 12:55:26,Pick fail
SO109280_SKU0072,ORD109280,DS014,SKU0072,2025-08-06 19:49:48,Expired
SO109292_SKU0049,ORD109292,DS014,SKU0049,2025-08-06 23:06:48,Pick fail
SO109306_SKU0047,ORD109306,DS014,SKU0047,2025-08-06 08:43:16,Pick fail
SO109314_SKU0057,ORD109314,DS014,SKU0057,2025-08-06 20:38:47,Pick fail
SO109319_SKU0071,ORD109319,DS014,SKU0071,2025-08-06 09:03:07,Zero on hand
SO109322_SKU0074,ORD109322,DS014,SKU0074,2025-08-06 13:12:18,Damaged
SO109324_SKU0021,ORD109324,DS014,SKU0021,2025-08-06 19:06:17,Damaged
SO109326_SKU0077,ORD109326,DS014,SKU0077,2025-08-06 18:16:36,Expired
SO109336_SKU0064,ORD109336,DS014,SKU0064,2025-08-06 12:10:57,Damaged
SO109336_SKU0047,ORD109336,DS014,SKU0047,2025-08-06 12:10:57,Damaged
SO109338_SKU0045,ORD109338,DS014,SKU0045,2025-08-06 20:43:48,Damaged
SO109345_SKU0031,ORD109345,DS014,SKU0031,2025-08-06 15:38:23,Zero on hand
SO109345_SKU0024,ORD109345,DS014,SKU0024,2025-08-06 15:38:23,Zero on hand
SO109348_SKU0049,ORD109348,DS015,SKU0049,2025-08-06 18:36:44,Zero on hand
SO109352_SKU0001,ORD109352,DS015,SKU0001,2025-08-06 18:08:06,Damaged
SO109356_SKU0024,ORD109356,DS015,SKU0024,2025-08-06 19:28:10,Zero on hand
SO109369_SKU0049,ORD109369,DS015,SKU0049,2025-08-06 14:52:44,Zero on hand
SO109376_SKU0056,ORD109376,DS015,SKU0056,2025-08-06 17:55:00,Damaged
SO109376_SKU0059,ORD109376,DS015,SKU0059,2025-08-06 17:55:00,Expired
SO109382_SKU0067,ORD109382,DS015,SKU0067,2025-08-06 10:27:56,Expired
SO109384_SKU0064,ORD109384,DS015,SKU0064,2025-08-06 09:44:26,Expired
SO109387_SKU0029,ORD109387,DS015,SKU0029,2025-08-06 18:44:23,Zero on hand
SO109420_SKU0034,ORD109420,DS016,SKU0034,2025-08-06 20:49:18,Pick fail
SO109432_SKU0062,ORD109432,DS016,SKU0062,2025-08-06 16:56:13,Expired
SO109444_SKU0018,ORD109444,DS016,SKU0018,2025-08-06 17:49:42,Zero on hand
SO109446_SKU0039,ORD109446,DS016,SKU0039,2025-08-06 19:36:18,Pick fail
SO109462_SKU0078,ORD109462,DS016,SKU0078,2025-08-06 19:07:22,Pick fail
SO109465_SKU0045,ORD109465,DS016,SKU0045,2025-08-06 19:01:33,Damaged
SO109470_SKU0077,ORD109470,DS016,SKU0077,2025-08-06 20:01:18,Pick fail
SO109485_SKU0040,ORD109485,DS016,SKU0040,2025-08-06 18:30:26,Expired
SO109494_SKU0054,ORD109494,DS016,SKU0054,2025-08-06 20:44:52,Damaged
SO109497_SKU0002,ORD109497,DS016,SKU0002,2025-08-06 20:53:12,Zero on hand
SO109500_SKU0007,ORD109500,DS016,SKU0007,2025-08-06 15:46:39,Zero on hand
SO109503_SKU0010,ORD109503,DS016,SKU0010,2025-08-06 18:10:36,Expired
SO109509_SKU0046,ORD109509,DS016,SKU0046,2025-08-06 12:04:46,Pick fail
SO109519_SKU0072,ORD109519,DS016,SKU0072,2025-08-06 09:13:04,Expired
