order_id,sku_id,qty_ordered,qty_fulfilled,unit_price,line_gmv,line_discount,line_cost,stockout_flag
ORD100904,SKU0059,2,2,46.85,93.7,0.0,56.02,0
ORD100905,SKU0017,2,2,48.59,97.19,19.44,73.14,0
ORD100905,SKU0070,1,1,26.82,26.82,5.36,16.78,0
ORD100905,SKU0071,3,3,47.8,143.4,28.68,91.02,0
ORD100906,SKU0064,1,1,93.97,93.97,18.79,76.58,0
ORD100906,SKU0066,3,3,38.45,115.35,23.07,67.89,0
ORD100907,SKU0040,2,2,17.65,35.29,0.0,29.28,0
ORD100907,SKU0044,1,1,48.19,48.19,0.0,32.82,0
ORD100908,SKU0063,2,2,121.98,243.97,0.0,153.56,0
ORD100908,SKU0048,1,1,36.26,36.26,0.0,27.37,0
ORD100908,SKU0044,2,2,47.19,94.38,0.0,65.64,0
ORD100908,SKU0017,2,2,47.68,95.36,0.0,73.14,0
ORD100909,SKU0056,1,1,146.72,146.72,14.67,107.6,0
ORD100910,SKU0072,3,3,56.62,169.87,0.0,124.35,0
ORD100910,SKU0033,3,3,120.94,362.83,0.0,280.38,0
ORD100911,SKU0061,1,1,26.83,26.83,0.0,21.49,0
ORD100912,SKU0012,2,2,54.52,109.05,27.26,68.7,0
ORD100912,SKU0007,1,0,37.31,0.0,0.0,0.0,1
ORD100913,SKU0032,2,2,37.04,74.09,0.0,53.3,0
ORD100913,SKU0069,2,2,120.52,241.03,0.0,184.36,0
ORD100913,SKU0056,2,2,141.03,282.06,0.0,215.2,0
ORD100913,SKU0058,3,3,36.28,108.84,0.0,85.11,0
ORD100914,SKU0048,2,2,38.45,76.9,0.0,54.74,0
ORD100914,SKU0053,3,3,37.82,113.47,0.0,78.21,0
ORD100915,SKU0009,1,1,72.78,72.78,7.28,45.99,0
ORD100916,SKU0079,2,2,120.19,240.39,0.0,189.18,0
ORD100917,SKU0065,1,1,27.82,27.82,0.0,16.04,0
ORD100917,SKU0064,3,3,97.31,291.92,0.0,229.74,0
ORD100917,SKU0077,2,2,125.15,250.29,0.0,169.64,0
ORD100917,SKU0078,1,1,17.61,17.61,0.0,10.93,0
ORD100918,SKU0072,2,2,56.72,113.44,0.0,82.9,0
ORD100918,SKU0058,1,1,37.09,37.09,0.0,28.37,0
ORD100918,SKU0006,3,3,46.56,139.69,0.0,108.99,0
ORD100919,SKU0007,1,1,36.49,36.49,3.65,28.92,0
ORD100919,SKU0059,1,1,46.56,46.56,4.66,28.01,0
ORD100919,SKU0012,3,3,54.76,164.27,16.43,103.05,0
ORD100919,SKU0070,3,3,27.67,83.01,8.3,50.34,0
ORD100920,SKU0069,1,1,122.53,122.53,0.0,92.18,0
ORD100920,SKU0012,2,2,57.38,114.76,0.0,68.7,0
ORD100920,SKU0043,1,1,58.1,58.1,0.0,38.88,0
ORD100921,SKU0057,3,3,146.82,440.46,0.0,299.19,0
ORD100921,SKU0075,3,3,28.18,84.54,0.0,50.67,0
ORD100921,SKU0074,2,2,54.64,109.27,0.0,82.1,0
ORD100922,SKU0040,2,2,18.28,36.56,3.66,29.28,0
ORD100923,SKU0046,2,2,148.79,297.59,0.0,173.52,0
ORD100923,SKU0074,3,3,56.6,169.81,0.0,123.15,0
ORD100923,SKU0034,1,1,46.78,46.78,0.0,34.02,0
ORD100923,SKU0053,3,3,36.0,108.0,0.0,78.21,0
ORD100924,SKU0048,2,2,37.72,75.44,0.0,54.74,0
ORD100924,SKU0032,3,3,37.62,112.86,0.0,79.95,0
ORD100924,SKU0051,2,2,56.31,112.62,0.0,74.96,0
ORD100925,SKU0017,2,2,48.72,97.45,9.74,73.14,0
ORD100926,SKU0055,3,3,17.49,52.47,0.0,37.05,0
ORD100926,SKU0074,2,2,54.34,108.69,0.0,82.1,0
ORD100927,SKU0070,1,1,27.38,27.38,0.0,16.78,0
ORD100927,SKU0027,2,2,28.57,57.14,0.0,44.74,0
ORD100927,SKU0033,3,3,119.75,359.26,0.0,280.38,0
ORD100928,SKU0066,2,2,36.16,72.32,14.46,45.26,0
ORD100928,SKU0062,3,3,28.7,86.11,17.22,51.45,0
ORD100928,SKU0002,1,0,76.3,0.0,0.0,0.0,1
ORD100929,SKU0002,1,1,72.92,72.92,0.0,56.98,0
ORD100929,SKU0074,1,1,56.8,56.8,0.0,41.05,0
ORD100929,SKU0025,1,1,47.77,47.77,0.0,31.24,0
ORD100930,SKU0011,1,1,91.16,91.16,18.23,72.23,0
ORD100930,SKU0057,2,2,140.27,280.55,56.11,199.46,0
ORD100930,SKU0078,3,3,18.15,54.44,10.89,32.79,0
ORD100930,SKU0075,3,3,28.36,85.07,17.01,50.67,0
ORD100931,SKU0010,2,2,18.72,37.45,0.0,27.78,0
ORD100931,SKU0009,3,3,77.25,231.75,0.0,137.97,0
ORD100932,SKU0048,2,2,38.54,77.07,7.71,54.74,0
ORD100932,SKU0045,2,2,47.39,94.79,9.48,54.38,0
ORD100932,SKU0074,3,3,58.89,176.68,17.67,123.15,0
ORD100933,SKU0065,2,2,28.46,56.92,11.38,32.08,0
ORD100933,SKU0050,2,2,38.01,76.03,15.21,43.58,0
ORD100933,SKU0012,3,3,58.46,175.38,35.08,103.05,0
ORD100933,SKU0033,1,1,122.66,122.66,24.53,93.46,0
ORD100934,SKU0033,1,0,120.22,0.0,0.0,0.0,1
ORD100934,SKU0071,2,2,48.63,97.26,0.0,60.68,0
ORD100935,SKU0031,3,3,145.01,435.04,43.5,292.71,0
ORD100935,SKU0058,1,0,36.72,0.0,0.0,0.0,1
ORD100936,SKU0016,3,3,18.45,55.35,0.0,37.08,0
ORD100936,SKU0076,2,2,184.0,368.0,0.0,273.46,0
ORD100937,SKU0003,1,1,48.21,48.21,4.82,31.13,0
ORD100937,SKU0059,3,3,48.66,145.97,14.6,84.03,0
ORD100938,SKU0059,3,0,45.63,0.0,0.0,0.0,1
ORD100938,SKU0012,1,1,58.98,58.98,0.0,34.35,0
ORD100938,SKU0062,3,3,28.69,86.06,0.0,51.45,0
ORD100939,SKU0024,2,2,27.15,54.29,13.57,41.18,0
ORD100940,SKU0023,3,3,55.08,165.25,0.0,103.92,0
ORD100940,SKU0024,1,0,27.26,0.0,0.0,0.0,1
ORD100941,SKU0072,3,3,55.63,166.9,0.0,124.35,0
ORD100941,SKU0074,2,2,57.5,115.0,0.0,82.1,0
ORD100941,SKU0027,2,2,28.35,56.7,0.0,44.74,0
ORD100942,SKU0077,2,2,123.19,246.38,12.32,169.64,0
ORD100942,SKU0075,1,1,27.9,27.9,1.4,16.89,0
ORD100942,SKU0060,2,2,38.33,76.66,3.83,59.7,0
ORD100942,SKU0006,1,1,48.31,48.31,2.42,36.33,0
ORD100943,SKU0074,2,2,54.68,109.36,0.0,82.1,0
ORD100943,SKU0013,1,1,78.65,78.65,0.0,52.01,0
ORD100943,SKU0062,1,1,27.3,27.3,0.0,17.15,0
ORD100943,SKU0027,1,1,27.12,27.12,0.0,22.37,0
ORD100944,SKU0070,2,2,27.53,55.06,0.0,33.56,0
ORD100944,SKU0010,2,2,18.25,36.51,0.0,27.78,0
ORD100944,SKU0064,1,1,98.76,98.76,0.0,76.58,0
ORD100945,SKU0012,2,2,55.5,111.0,27.75,68.7,0
ORD100945,SKU0056,2,2,141.36,282.72,70.68,215.2,0
ORD100945,SKU0044,2,2,48.46,96.92,24.23,65.64,0
ORD100946,SKU0024,2,2,27.87,55.75,0.0,41.18,0
ORD100946,SKU0009,2,2,74.6,149.21,0.0,91.98,0
ORD100947,SKU0053,3,0,38.67,0.0,0.0,0.0,1
ORD100948,SKU0035,2,2,74.34,148.68,29.74,89.96,0
ORD100948,SKU0007,1,1,36.77,36.77,7.35,28.92,0
ORD100948,SKU0025,1,1,48.77,48.77,9.75,31.24,0
ORD100948,SKU0061,2,2,27.11,54.22,10.84,42.98,0
ORD100949,SKU0034,1,1,47.65,47.65,4.76,34.02,0
ORD100950,SKU0064,1,1,93.79,93.79,0.0,76.58,0
ORD100950,SKU0038,2,2,74.69,149.39,0.0,93.1,0
ORD100950,SKU0055,2,2,18.36,36.72,0.0,24.7,0
ORD100950,SKU0016,3,3,17.49,52.46,0.0,37.08,0
ORD100951,SKU0014,1,1,91.12,91.12,0.0,68.9,0
ORD100951,SKU0003,3,3,45.76,137.29,0.0,93.39,0
ORD100951,SKU0045,2,2,46.49,92.98,0.0,54.38,0
ORD100951,SKU0026,3,3,76.65,229.94,0.0,150.06,0
ORD100952,SKU0003,2,2,48.53,97.05,0.0,62.26,0
ORD100952,SKU0042,3,3,58.81,176.43,0.0,117.33,0
ORD100953,SKU0018,3,0,38.9,0.0,0.0,0.0,1
ORD100954,SKU0035,1,1,74.07,74.07,0.0,44.98,0
ORD100955,SKU0029,2,2,92.89,185.79,18.58,141.54,0
ORD100955,SKU0063,1,1,121.53,121.53,12.15,76.78,0
ORD100955,SKU0012,1,1,56.43,56.43,5.64,34.35,0
ORD100956,SKU0071,2,2,47.15,94.3,0.0,60.68,0
ORD100956,SKU0049,3,0,98.57,0.0,0.0,0.0,1
ORD100956,SKU0053,2,2,36.24,72.48,0.0,52.14,0
ORD100957,SKU0057,1,1,142.69,142.69,14.27,99.73,0
ORD100958,SKU0019,3,3,38.39,115.16,5.76,82.17,0
ORD100958,SKU0039,1,1,77.36,77.36,3.87,49.75,0
ORD100959,SKU0067,2,2,28.64,57.29,0.0,38.66,0
ORD100959,SKU0070,1,1,27.82,27.82,0.0,16.78,0
ORD100960,SKU0043,2,2,56.35,112.7,0.0,77.76,0
ORD100961,SKU0008,1,1,120.56,120.56,6.03,82.45,0
ORD100961,SKU0015,3,3,55.84,167.52,8.38,120.12,0
ORD100961,SKU0002,1,1,77.97,77.97,3.9,56.98,0
ORD100961,SKU0038,2,2,73.6,147.2,7.36,93.1,0
ORD100962,SKU0022,3,3,17.51,52.52,0.0,32.52,0
ORD100962,SKU0045,1,1,45.32,45.32,0.0,27.19,0
ORD100963,SKU0044,2,2,48.14,96.29,0.0,65.64,0
ORD100963,SKU0049,3,3,93.42,280.26,0.0,170.7,0
ORD100963,SKU0062,3,3,28.12,84.35,0.0,51.45,0
ORD100963,SKU0072,3,3,57.79,173.37,0.0,124.35,0
ORD100964,SKU0029,3,3,97.02,291.05,0.0,212.31,0
ORD100964,SKU0043,2,2,57.7,115.4,0.0,77.76,0
ORD100965,SKU0049,2,2,92.99,185.97,0.0,113.8,0
ORD100965,SKU0071,3,3,48.29,144.86,0.0,91.02,0
ORD100965,SKU0045,1,1,47.39,47.39,0.0,27.19,0
ORD100965,SKU0028,1,1,74.37,74.37,0.0,48.28,0
ORD100966,SKU0040,2,2,18.8,37.6,0.0,29.28,0
ORD100966,SKU0064,2,2,98.55,197.09,0.0,153.16,0
ORD100967,SKU0043,3,3,55.12,165.37,27.56,116.64,0
ORD100967,SKU0015,2,2,57.23,114.46,28.61,80.08,0
ORD100967,SKU0046,2,2,139.39,278.77,69.69,173.52,0
ORD100967,SKU0053,2,2,36.38,72.76,18.19,52.14,0
ORD100968,SKU0052,3,3,127.04,381.12,0.0,241.08,0
ORD100969,SKU0002,2,2,75.27,150.54,30.11,113.96,0
ORD100969,SKU0046,2,2,148.76,297.51,59.5,173.52,0
ORD100969,SKU0042,1,1,55.08,55.08,11.02,39.11,0
ORD100969,SKU0066,2,2,38.55,77.1,15.42,45.26,0
ORD100970,SKU0076,1,1,190.64,190.64,0.0,136.73,0
ORD100970,SKU0066,2,2,36.43,72.87,0.0,45.26,0
ORD100971,SKU0020,1,1,96.36,96.36,9.64,69.58,0
ORD100971,SKU0031,2,2,139.99,279.99,28.0,195.14,0
ORD100972,SKU0077,3,3,124.42,373.27,18.66,254.46,0
ORD100972,SKU0006,2,2,48.61,97.22,4.86,72.66,0
ORD100973,SKU0013,3,3,75.41,226.24,11.31,156.03,0
ORD100973,SKU0015,1,1,54.53,54.53,2.73,40.04,0
ORD100973,SKU0053,2,2,38.52,77.05,3.85,52.14,0
ORD100974,SKU0025,1,1,46.89,46.89,0.0,31.24,0
ORD100974,SKU0058,2,2,37.95,75.91,0.0,56.74,0
ORD100974,SKU0018,2,2,37.11,74.22,0.0,43.94,0
ORD100975,SKU0016,2,2,17.85,35.7,0.0,24.72,0
ORD100975,SKU0052,1,0,121.56,0.0,0.0,0.0,1
ORD100975,SKU0033,1,1,128.78,128.78,0.0,93.46,0
ORD100975,SKU0071,3,3,48.68,146.03,0.0,91.02,0
ORD100976,SKU0018,2,2,38.85,77.71,0.0,43.94,0
ORD100976,SKU0011,3,3,98.81,296.44,0.0,216.69,0
ORD100976,SKU0043,1,1,57.46,57.46,0.0,38.88,0
ORD100977,SKU0018,2,2,37.31,74.62,0.0,43.94,0
ORD100977,SKU0026,3,3,73.18,219.54,0.0,150.06,0
ORD100977,SKU0055,2,2,18.9,37.8,0.0,24.7,0
ORD100978,SKU0051,2,2,57.76,115.53,0.0,74.96,0
ORD100979,SKU0079,1,1,125.17,125.17,0.0,94.59,0
ORD100979,SKU0071,1,1,48.74,48.74,0.0,30.34,0
ORD100980,SKU0064,3,3,93.22,279.65,27.96,229.74,0
ORD100980,SKU0019,1,1,36.09,36.09,3.61,27.39,0
ORD100981,SKU0016,3,3,17.55,52.65,0.0,37.08,0
ORD100981,SKU0066,3,3,36.32,108.95,0.0,67.89,0
ORD100982,SKU0014,3,3,92.46,277.37,46.23,206.7,0
ORD100982,SKU0030,1,1,48.15,48.15,0.0,30.02,0
ORD100983,SKU0016,2,2,18.31,36.62,0.0,24.72,0
ORD100983,SKU0052,3,3,121.08,363.24,0.0,241.08,0
ORD100983,SKU0071,1,1,46.65,46.65,0.0,30.34,0
ORD100984,SKU0016,2,2,18.29,36.58,0.0,24.72,0
ORD100984,SKU0006,3,3,46.51,139.52,0.0,108.99,0
ORD100984,SKU0057,2,2,138.17,276.33,0.0,199.46,0
ORD100985,SKU0007,1,0,38.43,0.0,0.0,0.0,1
ORD100985,SKU0071,1,1,48.66,48.66,4.87,30.34,0
ORD100986,SKU0009,2,2,73.13,146.26,14.63,91.98,0
ORD100987,SKU0064,2,2,94.06,188.12,0.0,153.16,0
ORD100987,SKU0044,3,3,46.65,139.96,0.0,98.46,0
ORD100988,SKU0031,1,0,146.29,0.0,0.0,0.0,1
ORD100988,SKU0078,2,2,18.47,36.94,0.0,21.86,0
ORD100989,SKU0028,1,1,78.54,78.54,7.85,48.28,0
ORD100989,SKU0001,3,3,58.82,176.46,17.65,99.12,0
ORD100990,SKU0010,2,2,18.65,37.29,0.0,27.78,0
ORD100990,SKU0031,2,0,138.62,0.0,0.0,0.0,1
ORD100991,SKU0019,1,1,38.81,38.81,7.76,27.39,0
ORD100991,SKU0035,3,3,76.53,229.58,45.92,134.94,0
ORD100991,SKU0007,1,1,37.11,37.11,7.42,28.92,0
ORD100991,SKU0050,3,3,37.22,111.67,22.33,65.37,0
ORD100992,SKU0031,1,1,148.77,148.77,7.44,97.57,0
ORD100992,SKU0079,3,3,126.53,379.58,18.98,283.77,0
ORD100992,SKU0053,3,0,36.9,0.0,0.0,0.0,1
ORD100992,SKU0047,1,1,28.27,28.27,1.41,20.43,0
ORD100993,SKU0011,1,1,93.57,93.57,0.0,72.23,0
ORD100993,SKU0019,3,3,38.37,115.12,0.0,82.17,0
ORD100993,SKU0014,3,3,97.93,293.8,0.0,206.7,0
ORD100993,SKU0007,2,2,38.72,77.45,0.0,57.84,0
ORD100994,SKU0031,2,2,147.69,295.37,14.77,195.14,0
ORD100994,SKU0033,2,2,125.67,251.34,12.57,186.92,0
ORD100994,SKU0032,1,1,38.78,38.78,1.94,26.65,0
ORD100995,SKU0025,2,2,48.49,96.98,0.0,62.48,0
ORD100995,SKU0044,3,3,48.71,146.14,0.0,98.46,0
ORD100996,SKU0079,1,1,119.5,119.5,5.98,94.59,0
ORD100996,SKU0052,1,1,127.61,127.61,6.38,80.36,0
ORD100996,SKU0019,1,1,35.9,35.9,1.8,27.39,0
ORD100996,SKU0021,3,3,122.77,368.32,18.42,227.7,0
ORD100997,SKU0065,2,2,27.81,55.62,0.0,32.08,0
ORD100997,SKU0012,3,3,58.49,175.48,0.0,103.05,0
ORD100998,SKU0039,1,1,73.48,73.48,0.0,49.75,0
ORD100998,SKU0059,2,2,47.19,94.37,0.0,56.02,0
ORD100998,SKU0050,1,1,37.08,37.08,0.0,21.79,0
ORD100998,SKU0021,2,2,120.3,240.61,0.0,151.8,0
ORD100999,SKU0020,1,1,92.16,92.16,0.0,69.58,0
ORD100999,SKU0019,3,3,38.04,114.12,0.0,82.17,0
ORD100999,SKU0008,3,3,123.93,371.78,0.0,247.35,0
ORD101000,SKU0005,2,2,58.84,117.68,0.0,71.06,0
ORD101001,SKU0063,3,3,126.09,378.27,0.0,230.34,0
ORD101001,SKU0068,2,2,74.83,149.67,0.0,94.16,0
ORD101001,SKU0076,1,1,187.9,187.9,0.0,136.73,0
ORD101001,SKU0023,1,1,58.87,58.87,0.0,34.64,0
ORD101002,SKU0065,1,1,28.42,28.42,0.0,16.04,0
ORD101002,SKU0002,3,3,78.46,235.37,39.23,170.94,0
ORD101003,SKU0077,3,3,125.25,375.75,75.15,254.46,0
ORD101003,SKU0018,2,2,37.61,75.23,15.05,43.94,0
ORD101003,SKU0032,2,2,38.47,76.94,15.39,53.3,0
ORD101003,SKU0025,3,3,45.96,137.88,27.58,93.72,0
ORD101004,SKU0002,3,0,73.07,0.0,0.0,0.0,1
ORD101004,SKU0074,1,1,57.9,57.9,0.0,41.05,0
ORD101004,SKU0008,1,1,121.06,121.06,0.0,82.45,0
ORD101004,SKU0056,1,1,145.07,145.07,0.0,107.6,0
ORD101005,SKU0076,1,1,195.53,195.53,0.0,136.73,0
ORD101005,SKU0028,2,2,76.73,153.45,0.0,96.56,0
ORD101005,SKU0016,2,2,18.45,36.91,0.0,24.72,0
ORD101005,SKU0002,2,2,72.86,145.72,0.0,113.96,0
ORD101006,SKU0015,2,2,55.25,110.5,0.0,80.08,0
ORD101006,SKU0057,1,1,142.93,142.93,0.0,99.73,0
ORD101007,SKU0035,1,1,78.94,78.94,0.0,44.98,0
ORD101007,SKU0058,1,1,37.07,37.07,0.0,28.37,0
ORD101007,SKU0029,2,2,93.63,187.27,46.82,141.54,0
ORD101007,SKU0030,1,1,45.77,45.77,0.0,30.02,0
ORD101008,SKU0030,2,2,46.46,92.91,4.65,60.04,0
ORD101009,SKU0052,2,2,126.38,252.75,0.0,160.72,0
ORD101010,SKU0036,1,1,48.89,48.89,0.0,27.42,0
ORD101011,SKU0046,2,2,140.39,280.78,0.0,173.52,0
ORD101011,SKU0030,1,1,48.14,48.14,0.0,30.02,0
ORD101011,SKU0028,1,1,78.84,78.84,0.0,48.28,0
ORD101011,SKU0053,2,2,36.83,73.67,0.0,52.14,0
ORD101012,SKU0052,1,1,122.87,122.87,12.29,80.36,0
ORD101012,SKU0059,1,1,47.3,47.3,4.73,28.01,0
ORD101013,SKU0042,1,1,56.06,56.06,5.61,39.11,0
ORD101014,SKU0037,3,3,45.62,136.87,22.81,85.74,0
ORD101014,SKU0055,1,1,18.4,18.4,0.0,12.35,0
ORD101014,SKU0075,1,1,27.31,27.31,0.0,16.89,0
ORD101015,SKU0020,2,2,98.24,196.47,39.29,139.16,0
ORD101015,SKU0039,3,3,75.36,226.09,45.22,149.25,0
ORD101016,SKU0002,1,1,74.36,74.36,7.44,56.98,0
ORD101016,SKU0077,2,2,126.87,253.73,25.37,169.64,0
ORD101016,SKU0010,1,1,17.53,17.53,1.75,13.89,0
ORD101017,SKU0043,3,3,57.16,171.49,17.15,116.64,0
ORD101017,SKU0045,3,3,48.66,145.99,14.6,81.57,0
ORD101018,SKU0016,2,2,17.69,35.38,0.0,24.72,0
ORD101019,SKU0025,2,2,48.14,96.29,0.0,62.48,0
ORD101019,SKU0037,3,3,45.42,136.27,0.0,85.74,0
ORD101020,SKU0057,1,1,142.44,142.44,14.24,99.73,0
ORD101020,SKU0010,2,2,18.69,37.38,3.74,27.78,0
ORD101020,SKU0018,1,1,36.56,36.56,3.66,21.97,0
ORD101021,SKU0073,1,1,38.36,38.36,0.0,29.75,0
ORD101021,SKU0046,2,2,138.48,276.97,0.0,173.52,0
ORD101021,SKU0051,1,1,57.83,57.83,0.0,37.48,0
ORD101022,SKU0057,2,2,140.81,281.62,56.32,199.46,0
ORD101022,SKU0003,2,2,45.43,90.86,18.17,62.26,0
ORD101023,SKU0044,1,1,46.28,46.28,2.31,32.82,0
ORD101023,SKU0007,3,3,36.62,109.87,5.49,86.76,0
ORD101023,SKU0070,2,2,28.32,56.64,2.83,33.56,0
ORD101023,SKU0013,3,3,77.86,233.57,11.68,156.03,0
ORD101024,SKU0068,3,3,76.64,229.92,38.32,141.24,0
ORD101025,SKU0022,3,3,18.41,55.23,5.52,32.52,0
ORD101025,SKU0049,3,3,96.46,289.39,28.94,170.7,0
ORD101025,SKU0069,2,2,125.37,250.75,25.07,184.36,0
ORD101025,SKU0026,2,2,78.43,156.87,15.69,100.04,0
ORD101026,SKU0013,1,1,74.75,74.75,0.0,52.01,0
ORD101027,SKU0021,1,1,125.54,125.54,6.28,75.9,0
ORD101027,SKU0037,2,2,48.17,96.34,4.82,57.16,0
ORD101028,SKU0001,3,3,58.11,174.34,0.0,99.12,0
ORD101028,SKU0026,2,0,77.83,0.0,0.0,0.0,1
ORD101029,SKU0003,1,1,48.17,48.17,0.0,31.13,0
ORD101030,SKU0016,3,3,17.7,53.09,5.31,37.08,0
ORD101030,SKU0031,3,3,145.04,435.12,43.51,292.71,0
ORD101031,SKU0023,2,2,56.64,113.29,0.0,69.28,0
ORD101031,SKU0006,3,3,47.43,142.29,0.0,108.99,0
ORD101031,SKU0043,3,3,58.74,176.21,0.0,116.64,0
ORD101032,SKU0076,1,1,184.4,184.4,18.44,136.73,0
ORD101032,SKU0002,3,3,72.98,218.94,21.89,170.94,0
ORD101032,SKU0041,2,2,55.82,111.64,11.16,86.14,0
ORD101032,SKU0008,3,3,123.71,371.12,37.11,247.35,0
ORD101033,SKU0010,2,2,18.69,37.39,0.0,27.78,0
ORD101033,SKU0034,3,3,46.84,140.53,0.0,102.06,0
ORD101033,SKU0044,3,3,47.42,142.25,0.0,98.46,0
ORD101034,SKU0008,2,2,121.0,242.0,48.4,164.9,0
ORD101034,SKU0025,3,3,47.68,143.03,28.61,93.72,0
ORD101035,SKU0045,1,1,46.83,46.83,9.37,27.19,0
ORD101036,SKU0073,2,2,36.81,73.61,3.68,59.5,0
ORD101036,SKU0008,1,0,124.1,0.0,0.0,0.0,1
ORD101036,SKU0002,2,2,74.58,149.16,7.46,113.96,0
ORD101036,SKU0009,3,3,76.01,228.03,11.4,137.97,0
ORD101037,SKU0012,1,1,55.79,55.79,0.0,34.35,0
ORD101037,SKU0077,2,2,120.52,241.03,0.0,169.64,0
ORD101037,SKU0075,3,3,27.37,82.1,0.0,50.67,0
ORD101038,SKU0068,2,2,78.59,157.18,0.0,94.16,0
ORD101038,SKU0015,1,1,54.56,54.56,0.0,40.04,0
ORD101039,SKU0023,2,2,58.57,117.14,23.43,69.28,0
ORD101039,SKU0073,2,2,36.18,72.36,14.47,59.5,0
ORD101039,SKU0060,3,3,36.74,110.21,22.04,89.55,0
ORD101040,SKU0062,1,0,28.36,0.0,0.0,0.0,1
ORD101040,SKU0065,1,1,26.8,26.8,1.34,16.04,0
ORD101040,SKU0045,2,2,47.77,95.54,4.78,54.38,0
ORD101041,SKU0014,3,3,97.31,291.92,0.0,206.7,0
ORD101041,SKU0052,2,2,128.59,257.19,0.0,160.72,0
ORD101042,SKU0009,3,3,72.71,218.14,0.0,137.97,0
ORD101042,SKU0054,2,0,37.57,0.0,0.0,0.0,1
ORD101042,SKU0003,2,0,45.29,0.0,0.0,0.0,1
ORD101043,SKU0055,2,2,18.41,36.81,0.0,24.7,0
ORD101043,SKU0036,1,1,45.53,45.53,0.0,27.42,0
ORD101044,SKU0065,1,1,27.9,27.9,0.0,16.04,0
ORD101044,SKU0058,3,3,38.96,116.87,0.0,85.11,0
ORD101044,SKU0030,2,2,48.06,96.12,0.0,60.04,0
ORD101044,SKU0005,1,0,57.49,0.0,0.0,0.0,1
ORD101045,SKU0059,2,2,47.43,94.86,9.49,56.02,0
ORD101045,SKU0030,1,1,47.75,47.75,4.78,30.02,0
ORD101045,SKU0012,3,3,58.37,175.11,17.51,103.05,0
ORD101045,SKU0020,2,2,94.13,188.27,18.83,139.16,0
ORD101046,SKU0072,1,1,58.64,58.64,11.73,41.45,0
ORD101047,SKU0062,2,2,27.8,55.61,0.0,34.3,0
ORD101048,SKU0049,1,1,92.26,92.26,0.0,56.9,0
ORD101049,SKU0006,3,3,47.06,141.19,0.0,108.99,0
ORD101050,SKU0053,2,2,35.92,71.83,0.0,52.14,0
ORD101051,SKU0054,2,2,37.88,75.76,0.0,59.7,0
ORD101052,SKU0041,3,0,55.21,0.0,0.0,0.0,1
ORD101052,SKU0067,2,2,28.22,56.44,5.64,38.66,0
ORD101052,SKU0040,3,3,18.57,55.7,5.57,43.92,0
ORD101053,SKU0023,2,2,55.62,111.24,0.0,69.28,0
ORD101053,SKU0035,3,3,75.35,226.06,0.0,134.94,0
ORD101053,SKU0020,2,2,95.91,191.83,0.0,139.16,0
ORD101054,SKU0026,2,2,77.81,155.62,0.0,100.04,0
ORD101054,SKU0071,3,3,46.55,139.66,0.0,91.02,0
ORD101055,SKU0049,2,2,91.66,183.31,0.0,113.8,0
ORD101055,SKU0001,3,3,57.02,171.07,0.0,99.12,0
ORD101056,SKU0057,1,1,145.58,145.58,29.12,99.73,0
ORD101056,SKU0044,1,1,46.92,46.92,9.38,32.82,0
ORD101057,SKU0050,3,3,36.25,108.75,0.0,65.37,0
ORD101057,SKU0007,1,1,37.54,37.54,0.0,28.92,0
ORD101058,SKU0074,1,1,55.27,55.27,0.0,41.05,0
ORD101058,SKU0053,2,2,36.28,72.55,0.0,52.14,0
ORD101058,SKU0021,1,1,120.11,120.11,0.0,75.9,0
ORD101059,SKU0066,3,3,38.82,116.47,5.82,67.89,0
ORD101059,SKU0033,1,1,125.79,125.79,6.29,93.46,0
ORD101059,SKU0051,3,3,57.55,172.66,8.63,112.44,0
ORD101059,SKU0005,3,3,55.02,165.07,8.25,106.59,0
ORD101060,SKU0040,1,1,18.67,18.67,0.0,14.64,0
ORD101061,SKU0054,1,1,36.33,36.33,0.0,29.85,0
ORD101061,SKU0025,3,3,45.96,137.87,22.98,93.72,0
ORD101061,SKU0021,3,3,120.78,362.34,60.39,227.7,0
ORD101061,SKU0075,2,2,28.72,57.44,14.36,33.78,0
ORD101062,SKU0049,2,2,97.0,194.01,0.0,113.8,0
ORD101062,SKU0011,2,2,96.07,192.13,0.0,144.46,0
ORD101062,SKU0079,1,0,126.8,0.0,0.0,0.0,1
ORD101062,SKU0052,3,3,121.84,365.53,0.0,241.08,0
ORD101063,SKU0064,2,2,95.85,191.71,0.0,153.16,0
ORD101063,SKU0003,2,2,45.27,90.54,0.0,62.26,0
ORD101064,SKU0045,3,3,47.87,143.62,0.0,81.57,0
ORD101064,SKU0053,2,2,38.08,76.16,0.0,52.14,0
ORD101064,SKU0019,1,0,36.25,0.0,0.0,0.0,1
ORD101065,SKU0037,2,2,48.72,97.44,0.0,57.16,0
ORD101066,SKU0003,1,1,45.38,45.38,4.54,31.13,0
ORD101066,SKU0068,3,0,73.85,0.0,0.0,0.0,1
ORD101067,SKU0036,1,1,46.01,46.01,4.6,27.42,0
ORD101067,SKU0029,1,1,96.54,96.54,9.65,70.77,0
ORD101067,SKU0037,3,3,45.62,136.85,13.68,85.74,0
ORD101068,SKU0070,2,2,28.68,57.36,0.0,33.56,0
ORD101068,SKU0041,3,3,58.91,176.72,0.0,129.21,0
ORD101069,SKU0029,1,1,95.87,95.87,0.0,70.77,0
